patent_id,ai_dummy,patent_abstract
10657961,1,"An electronic device with one or more processors and memory includes a procedure for sharing information with a third party recipient. In some embodiments, the device receives a speech input from a first user, the speech input specifying a second user different from the first user, and an information item to be shared with the second user. In response to the speech input, the device initiates a background process during which a digital assistant searches for the information item and causes the information item to be sent to the second user without further review and instruction from the first user."
10663220,0,"Systems and methods described for increasing capacity and efficiency of natural gas liquefaction processes having a mixed refrigerant precooling system with multiple pressure levels comprising cooling the compressed mixed refrigerant stream and separating the cooled compressed mixed refrigerant stream into a vapor and liquid portion. The liquid portion provides refrigeration duty to a first precooling heat exchanger. The vapor portion is further compressed, cooled, and condensed, and used to provide refrigeration duty to a second precooling heat exchanger. Optionally additional precooling heat exchangers, and/or phase separators may be used."
10670768,0,"Apparatus and methods operable to determine between a wall of a wellbore penetrating in a subterranean formation and a resistivity tool disposed in the wellbore. One such method includes using an apparent impedance function depending on a frequency variable and a plurality of unknown parameters, at least one of the unknown parameters depending on a formation impedance of the subterranean formation. The method also includes applying a voltage, at each of a plurality of frequency values, between electrodes of a resistivity tool that is disposed in the wellbore. The method also includes measuring, across the electrodes, a plurality of apparent impedance values, each corresponding to a different one of the frequency values. The method still further includes determining the unknown parameters based on the frequency values and the apparent impedance values, and estimating the standoff distance based on an expression that includes at least one of the unknown parameters."
10695358,0,"The general inventive concepts are directed to compositions and methods for the prevention and treatment of dehydration. Provided herein are nutritional compositions including oral rehydration compositions. Certain embodiments of the nutritional compositions have an acidic pH, and comprise a digestible carbohydrate, sodium, citrate, and an oligosaccharide selected from a fucosylated oligosaccharide and an N-acetylated oligosaccharide."
10747761,1,"A computing system uses neural networks to translate natural language queries to database queries. The computing system uses a plurality of machine learning based models, each machine learning model for generating a portion of the database query. The machine learning models use an input representation generated based on terms of the input natural language query, a set of columns of the database schema, and the vocabulary of a database query language, for example, structured query language SQL. The plurality of machine learning based models may include an aggregation classifier model for determining an aggregation operator in the database query, a result column predictor model for determining the result columns of the database query, and a condition clause predictor model for determining the condition clause of the database query. The condition clause predictor is based on reinforcement learning."
10748543,1,"A method at an electronic device with one or more microphones and a speaker includes receiving a first voice input; comparing the first voice input to one or more voice models; based on the comparing, determining whether the first voice input corresponds to any of a plurality of occupants, and according to the determination, authenticating an occupant and presenting a response, or restricting functionality of the electronic device."
10777431,0,"A semiconductor device includes a passivation layer formed on a semiconductor substrate, a protective layer overlying the passivation layer and having an opening, an interconnect structure formed in the opening of the protective layer, a bump formed on the interconnect structure, and a molding compound layer overlying the interconnect structure and being in physical contact with a lower portion of the bump."
10789610,1,"Methods, systems, and computer readable storage media for improving predictive analytics for performance of digital design assets. In particular, one or more embodiments train a machine-learning model based on previously used digital design assets. One or more embodiments use the machine-learning model to analyze attributes of a user-generated digital design asset to generate an asset score that predicts the performance of the user-generated digital design asset for a target audience segment. One or more embodiments also use the machine-learning model to generate attribute scores for the attributes, and then generate the asset score based on the attribute scores. Additionally, one or more embodiments then provide the asset score to a user (e.g., a content creator) within an asset creation application to allow the user to improve the digital design asset for use in one or more digital content campaigns directed to the target audience segment."
10823717,0,"A system for use in wirelessly monitoring a pipeline such as a natural gas pipe. The system includes a locator configured to wirelessly transmit power and a subsoil sensor marker located adjacent the pipe and configured to wirelessly communicate with the locator. The sensor marker includes a microcontroller, a memory module, a sensor configured to sense the presence of a gas, and a power module. The power module is configured to harvest a sufficient amount of the power wirelessly transmitted from the locator in order to operate the microcontroller to take a measurement via the sensor, save the measurement in the memory module, and wirelessly transmit the measurement to the locator."
10867919,0,"An electronic device and the manufacturing method thereof are provided. The electronic device includes a semiconductor die, a conductive structure electrically coupled to the semiconductor die, an insulating encapsulant encapsulating the semiconductor die and the conductive structure, and a redistribution structure disposed on the insulating encapsulant and the semiconductor die. The conductive structure includes a first conductor, a second conductor, and a diffusion barrier layer between the first conductor and the second conductor. The redistribution structure is electrically connected to the semiconductor die and the first conductor of the conductive structure."
10893135,1,"A method and an apparatus of data processing are disclosed. The method includes obtaining a message including a non-triggered event; determining an event type and a triggering time of the non-triggered event according to the message; and providing a reminder for the non-triggered event according to the event type and the triggering time, and/or controlling a state of the mobile terminal according to the event type and the triggering time. By determining a triggering time and an event type of a non-triggered event, a prompt may also be made before the triggering time even if a user has read the information. Alternatively, the user may also be helped to adjust the state of the mobile terminal to a state related to the event type, so that the mobile terminal is in a state required by the user during the execution of the non-triggered event, thus improving the user experience."
10922578,1,"Systems and methods for tasking an image acquisition system are provided. In one embodiment, a method includes obtaining data descriptive of a plurality of images associated with a geographic area. The method includes analyzing at least a subset of the plurality of images to determine an occurrence of one or more changes associated with the geographic area. The method includes determining a level of change associated with the geographic area based, at least in part, on the occurrence of the one or more changes associated with the geographic area. The method includes providing a control command to an image acquisition system to adjust an acquisition of imagery data associated with the geographic area based, at least in part, on the level of change."
10945035,1,"Aspects of the subject disclosure may include, for example, generating narrative descriptions corresponding to visual features, visual events, and interactions there between for media content, where the narrative descriptions are associated with time stamps of the media content, and presenting the media content and an audio reproduction of the narrative descriptions, wherein the audio reproduction is synchronized to video of the media content according to the time stamps. Other embodiments are disclosed."
10992427,0,"Methods, systems, and devices for wireless communications are described. A base station may identify a plurality of downlink carriers for a transmission time interval (TTI), e.g., a subframe. The base station may identify a period of inactivity for one or more of the plurality of downlink carriers during the TTI, which may correspond to one or more orthogonal frequency division multiplexing (OFDM) symbols of the subframe. The base station may transmit narrowband reference signals (NB-RSs) over the one or more carriers during the period of inactivity according to a channel reservation narrowband reference signal (NB-RS) pattern. The channel reservation NB-RS pattern may include a first set of time-frequency resources associated with a baseline NB-RS pattern and a second set of supplemental time-frequency resources associated with a period of inactivity."
11016728,1,A presenter and an audience associated with a presentation event can be detected. The presentation event can be a real world occurrence and/or a computing session occurrence. The presenter can convey a presentation content to the audience. Presentation data associated with the presentation event can be identified. The presentation data can include the presentation content. The presentation content can include a text and/or a media. A real-time metrics associated with the presenter and the audience can be captured from one or more computing devices associated with the presenter and the audience during the presentation event. The real-time metrics can be analyzed to determine a presenter and an audience recommendation. The presenter recommendation can be presented to the presenter and the audience recommendation to an audience member.
11045217,0,"A uterine fibroid tissue removal device includes an inner tube disposed within an outer tube and configured to be translated and rotated relative to the outer tube, and a separately formed unitary distal tip member attached to a distal end of the inner tube, such that the distal tip member translates and rotates relative to the outer tube along with the inner tube, wherein a distal facing open cutting end of the distal tip member in fluid communication with an axial lumen of the distal tip member translates across a tissue resection window in a sidewall of the outer tube so as to sever tissue extending therethrough, the distal tip member axial lumen being in fluid communication with an axial lumen of the inner tube, wherein an outer diameter of the distal tip member is greater than an outer diameter of the inner tube."
11070427,0,An electronic device for updating firmware in a target device over the air includes a dispatching module and a firmware over the air (FOTA) core. The dispatching module is configured to establish a communication link between the electronic device and the target device. The FOTA core is configured to receive information corresponding to updated firmware via the established communication link.
11159437,0,"A method of path MTU determination in Generic Routing Encapsulation (GRE) tunnel is presented. A source network device (ND) transmits, to a destination ND that is a second endpoint of the GRE tunnel, a first outer packet including a first inner packet, where the first inner packet includes a first inner header that is used to deliver the first inner packet to the source network device, a first inner GRE header, and a first payload. The source ND receives the first inner packet. The source ND transmits a second outer packet including a second inner packet that includes a second payload that has a size greater than a size of the first payload. The source ND determines that the second inner packet is not received and determines a path MTU between the source ND and the destination ND based on a size of the first and the second outer packets."
11161728,0,"A method for controlling sterilization of a water purifier according to an embodiment of the present invention includes a housing accommodating components for generating cold water and/or hot water; a water chute which protrudes from a front surface of the housing and includes a water outflow part extending downward; and a light emitting element which is mounted inside the water chute corresponding to an upper end of the water outflow part and emits ultraviolet rays for sterilization, and the method includes when a sterilization mode is started, turning on the light emitting element for a first set time and to emit ultraviolet rays through the water outflow part; and after the lapse of the first set time, turning off the light emitting element for a second set time to stop emission of ultraviolet rays, in which a sterilization cycle is defined as a sum of the first set time and the second set time, in which the sterilization mode is started at the same time when the water purifier is powered on, and in which the first set time is set such that the sterilization mode is performed for one day so that the amount of ultraviolet rays emitted to the outside of the water outflow part is less than 3 mJ/cm2 during the accumulated on time of the light emitting element."
11163944,1,"A method to automatically position entered content into a matching entry field of an online form accessed from a computing device. A position of an active cursor relative to entry fields of the online form is determined. An expected character and format set is determined for the entry fields of the online form. A first character and format set entered at a first entry field is analyzed to determine whether the entered character and format set matches an expected characters and format set, based on machine learning training for entry field content and format. In response to the character and format set entered in the first entry field failing to match the expected character and format set for the first entry field, entering the first character and format set in a second entry field with a highest match probability between the expected and entered character and format set."
11192379,0,There is provided a printing apparatus. A cap caps an ink ejection surface of a printhead. An ink suction path is connected to the cap and sucks the ink in the cap. An ink tank stores the ink to be supplied to the printhead. An ink supply path connects the printhead to the ink tank. A first closing unit closes the ink suction path. A second closing unit closes the ink supply path. A control unit is able to execute a first control mode in which the first closing unit closes the ink suction path and a second control mode in which the second closing unit closes the ink supply path.
11209808,1,"A method for generating a multi-layer predictive model includes collecting historical observable data from one or more pieces of equipment of a same type, wherein the historical observable data is collected at different hierarchical levels of the one or more pieces of equipment; collecting operational state indications of the pieces of equipment corresponding to the collected historical observable data; generating, from the collected historical observable data, a set of operational state models, wherein each operational state model corresponds to one of the different hierarchical levels; and generating, from outputs of the set of operational state models, a top-level operational model for the piece of equipment. The top-level operational model is operable to determine maintenance and replacement timing for the piece of equipment."
11270042,1,"Fluid motion is simulated by performing a first fluid simulation without reflecting all of a plurality of forces acting on a fluid, to obtain a first velocity of the fluid at a current time step; estimating a velocity residue at the current time step by inputting a calculated velocity from the previous time step into a regression model. The regression model is trained to relate velocity obtained by performing a second fluid simulation reflecting the plurality of forces acting on the fluid to a difference between the velocity obtained by performing the first fluid simulation and the velocity obtained by performing the second fluid simulation; and calculating a velocity of the fluid at the current time step by adding the first velocity at the current time step and the velocity residue at the current time step."
11281651,1,"Embodiments of the present disclosure provide methods and devices for inserting data in a database. The method can include caching one or more rows of data in a delta table in response to a request to insert the one or more rows in a destination table, wherein the destination table is one of a group of destination tables of a first database, and wherein the delta table contains requested changes of rows of the destination table, the changes being caused by a data operation; determining a priority of the destination table based on runtime information of the destination table relative to the group of destination tables; and scheduling the merging of the inserted rows from the delta table to the destination table based on the determined priority of the destination table. The destination table is in a format of a file storing one or more blocks, each block having a set of sequence of elements clustered from each column of the destination table."
11290130,0,"Apparatuses and methods are disclosed for a communication device associated with a wireless transmission. In one embodiment, a method includes performing one of a low-density parity check, LDPC, decoding process and an LDPC encoding process by loading a set of bits, in parallel, into a plurality of registers, the set of bits being distributed among the plurality of registers; one of de-interleaving and interleaving the loaded set of bits within the plurality of registers by rearranging the loaded set of bits into one of a de-interleaved and an interleaved set of bits; and after the set of bits is rearranged into the one of the de-interleaved and the interleaved set of bits within the plurality of registers, writing the one of the de-interleaved and the interleaved set of bits, in parallel, from the plurality of registers to memory."
11295758,1,"Devices and methods are disclosed for trusted listening. In some examples, an apparatus can include an audio receiving device having a microphone configured to capture sound and produce an audio signal, a processing unit configured to add a trusted signature to the audio signal, and an output configured to provide the audio signal. Further, a method of trusted listening can receive a first audio signal representing a real-time sound, generate a trusted signature in an audible format, and produce a second audio signal including the trusted signature."
11312298,1,"An autonomous vehicle utilizing machine learning method, system, and computer program product include training, by a computing device, a driver attention model utilizing historical ambient sensor data and historical physiological sensor data associated with an autonomous vehicle, receiving ambient sensor data associated with a currently driving autonomous vehicle, receiving physiological sensor data associated with a driver of the currently driving autonomous vehicle, and using, by a computing device, the trained driver attention model in conjunction with the ambient sensor data and the physiological sensor data to generate an alert for a driver of the currently driving autonomous vehicle."
11326633,0,"A joint structure includes: a first steel plate; a second steel plate disposed along the first steel plate; a laser welding part that joins together a joint face part, which configures a first part of the first steel plate, and the second steel plate from one side in a plate thickness direction of the first steel plate and the second steel plate; and a fastening member that is screwed into, and fastens together, the second steel plate and a general face part from the one side in the plate thickness direction, the general face part configuring a second part of the first steel plate, being provided adjacent to the joint face part, and being disposed so as to be spaced apart from the second steel plate at the one side in the plate thickness direction."
11355137,1,"An electronic device receives a first audio content item that includes a plurality of sound sources. The electronic device generates a representation of the first audio content item. The electronic device determines, from the representation of the first audio content item, a representation of an isolated sound source and frequency data associated with the isolated sound source. The determining includes using a neural network to jointly determine the representation of the isolated sound source and the frequency data associated with the isolated sound source."
11364623,0,"A component assembly system comprises a first robot arm having a first end-of-arm tool mounted thereon and adapted to grasp a first subcomponent; a second robot arm having a second end of arm tool mounted thereon and adapted to grasp a second subcomponent. A system controller is adapted to control the first and second robot arms and first and second end-of-arm tools to position the first and second subcomponents relative to one another. A first interlocking mechanism is mounted onto the first end-of-arm tool and a second interlocking mechanism is mounted onto the second end-of-arm tool, wherein the first and second interlocking mechanisms engage one another and lock the first end-of-arm tool to the second end-of arm tool, thereby locking the first and second subcomponents into an initial position relative to one another."
11392764,1,"Provided are a computer program product, system, and method for classifying text to determine a goal type used to select machine learning algorithm outcomes. Natural language processing of text is performed to determine features in the text and their relationships. A classifier classifies the text based on the relationships and features to determine a goal type. The determined features and relationships from the text are inputted into a plurality of different machine learning algorithms to generate outcomes. For each of the machine learning algorithms, a determination is made of performance measurements resulting from the machine learning algorithms generating the outcomes. A determination is made of at least one machine learning algorithm having performance measurements that are highly correlated to the determined goal type. An outcome is determined from at least one of the outcomes."
11410422,1,"A method and an apparatus for grounding a target video clip in a video are provided. The method includes: determining a current video clip in the video based on a current position; acquiring descriptive information indicative of a pre-generated target video clip descriptive feature, and executing a target video clip determining step which includes: determining current state information of the current video clip, wherein the current state information includes information indicative of a feature of the current video clip; generating a current action policy based on the descriptive information and the current state information, the current action policy being indicative of a position change of the current video clip in the video; the method further comprises: in response to reaching a preset condition, using a video clip resulting from executing the current action policy on the current video clip as the target video clip."
11416764,1,"Automatically generating and/or automatically transmitting a status of a user. The status is transmitted for presentation to one or more additional users via corresponding computing device(s) of the additional user(s). Some implementations are directed to determining both: a status of a user, and a predicted duration of that status; and generating a status notification that includes the status and that indicates the predicted duration. Some implementations are additionally or alternatively directed to utilizing at least one trust criterion in determining whether to provide a status notification of a user to an additional user and/or in determining what status notification to provide to the additional user. Some implementations are additionally or alternatively directed to training and/or use of machine learning model(s) in determining a status of a user and/or a predicted duration of that status."
11427880,0,"A high-strength galvanized steel sheet is excellent in the external appearance of plating and the hydrogen brittleness resistance, and has a high yield ratio, and a method for manufacturing the same. The high-strength galvanized steel sheet including a steel sheet having a specific component composition and a specific steel structure, the amount of diffusible hydrogen in the steel sheet being 0.20 mass ppm or less; and a galvanizing layer provided on a surface of the steel sheet, the galvanizing layer having a content amount of Fe of 8 to 15% in mass %, and an attachment amount of plating per one surface of 20 to 120 g/m2, wherein the amount of Mn oxides contained in the galvanizing layer is 0.050 g/m2 or less; and the high-strength galvanized steel sheet has a yield strength of 700 MPa or more and a yield strength ratio of 65% or more and less than 85%."
11450678,0,"One illustrative integrated circuit (IC) product disclosed herein includes a selection gate electrode and a first gate insulation layer positioned above a substrate and a memory gate electrode positioned above the substrate and adjacent the selection gate electrode, wherein the memory gate electrode comprises a bottom surface and first and second opposing sidewall surfaces. This embodiment of the IC product also includes a plurality of layers of insulating material, wherein a first portion of the layers of insulating material is positioned between the first gate insulation layer and the first opposing sidewall of the memory gate electrode, a second portion of the layers of insulating material is positioned between the bottom surface of the memory gate electrode and the upper surface of the semiconductor substrate, and a third portion of the layers of insulating material is positioned on the second opposing sidewall of the conductive memory gate electrode."
11480672,0,"Systems, apparatuses, and methods for implementing a dual-purpose millimeter-wave frequency band transmitter are disclosed. A system includes a dual-purpose transmitter sending a video stream over a wireless link to a receiver. In some embodiments, the video stream is generated as part of an augmented reality (AR) or virtual reality (VR) application. The transmitter operates in a first mode to scan and map an environment of the transmitter and receiver. The transmitter generates radio frequency (RF) signals in a first frequency range while operating in the first mode. Additionally, the transmitter operates in a second mode to send video data to the receiver, and the transmitter generates RF signals in the first frequency range while operating in the second mode."
11492994,0,"Methods and systems are provided for adjusting injection timing of closely spaced multiple injections via a same injector. In one example, during an inter-injection spacing between a first injection and a second injection in a set of multiple injections being lower than a threshold period, an opening time of the second injection in the set of multiple injections may be adjusted based on another opening time of another second injection in a previous set of multiple injections."
11502659,0,"Disclosed herein is a voltage gain amplifier for use in an automotive radar receiver chain. The voltage gain amplifier utilizes pole-zero cancelation to yield a desired transfer function without gain peaking at a bandwidth in which attenuation is desired, and utilizes a low pass filter effectively formed by a feedback loop including a high pass filter and a differential amplifier to ensure the desired level of attenuation at the desired bandwidth. In some instances, a chopper may be utilized in the feedback loop prior to the high pass filter, and after the differential amplifier, so as to reduce the bandwidth of the differential amplifier in the feedback loop."
11526786,1,"Operations for facilitating establishment of connections in an online network are disclosed. A set of connection recommendations for a first entity associated with the online network is accessed. For each connection recommendation in the set of connection recommendations, a ranking value associated with the connection recommendation is accessed, a utility value corresponding to the connection recommendation is determined, and an adjusted the ranking value for the connection recommendation is calculated. The utility value is a two-sided utility value that combines a prediction of a utility of the first entity and a prediction of a utility of a second entity with respect to a key performance indicator. A set of connection recommendations is communicated for presentation in an interactive user interface of a client device associated with the first entity in accordance with the adjusted ranking value of each connection recommendation."
11526909,1,"A server and a method for real-time targeting of advertisements across multiple platforms is provided. The server receives first information that indicates a presence of a first person in a first vehicle at a first time period. The server determines content metadata associated with media content rendered via an infotainment device of the first vehicle. The server transmits first advertisement content to the infotainment device. The server receives second information that indicates an absence of the first person from the first vehicle at a second time period. The server further determines a first application used by the first person on an electronic device within a time threshold from the second time period. The server further transmits second advertisement content, to be rendered on the determined first application, to the first electronic device. The second advertisement content may be associated with the first advertisement content."
11533574,1,"A method is used for detecting whether a device is being worn, when the device comprises a first transducer and a second transducer. It is determined when a signal detected by at least one of the first and second transducers represents speech. It is then determined when said speech contains speech of a first acoustic class and speech of a second acoustic class. A first correlation signal is generated, representing a correlation between signals generated by the first and second transducers during at least one period when said speech contains speech of the first acoustic class. A second correlation signal is generated, representing a correlation between signals generated by the first and second transducers during at least one period when said speech contains speech of the second acoustic class. It is then determined from the first correlation signal and the second correlation signal whether the device is being worn."
11538210,1,"In aspects of text importance spatial layout, a computing device implements a processing device to receive a text importance vector that includes designations of visual properties for constituent words of a text phrase. Spatial layouts of the text phrase are determined, with each spatial layout being a different displayable representation of the constituent words arranged based on the designations of the visual properties in the text importance vector for each of the constituent words. Feature vectors are generated, each feature vector represents a spatial layout of the text phrase and includes measurement properties of each of the constituent words in the respective spatial layout. The spatial layouts are ranked based on a metric that indicates a degree of similarity of the measurement properties of each of the constituent words in a respective spatial layout matching to the visual properties for the constituent words as designated in the text importance vector."
11539860,1,"An information processing apparatus is configured to perform information processing on a target. The information processing apparatus includes one or more processors; and one or more memories storing program instructions that cause the one or more processors to perform a plurality of processes, the plurality of processes including a first process of adding information to the target and a second process of obtaining the information; control each of the plurality of processes; and perform a correcting process of concurrently performing corrections with respect to the plurality of processes."
11555169,0,"The invention relates to a cleaning product comprising: an inverted container assembly (10) comprising an inverted container (11) and a liquid dispenser (15) attached to a bottom surface (12) of the inverted container (11), and a viscous cleaning composition contained in the inverted container assembly (10)."
11577398,1,"A robot including an arm, a tool attached to the arm, a measurement fixture to be attached to a tip portion of the tool detachably, and a controller that recognizes a reference coordinate system used to control the arm, and that controls the arm. The controller stores data indicating a positional relationship between a tip of the tool and the measurement fixture or data to be used to calculate the positional relationship, and the controller calculates positional coordinates of the tip of the tool in the reference coordinate system based on position data of the measurement fixture and the positional relationship, where the position data is detected by using acquired image data from a visual sensor whose position is associated with the reference coordinate system."
11579823,0,"A server system connectable to a print system including a transmission unit configured to transmit received print data to a printer includes an acquisition unit configured to acquire information indicating an amount of a consumable which is used for printing of transmitted print data to the printer, and a placement unit configured to place an order for the consumable to be used by the printer, based on the acquired information."
11586522,1,"A model-based approach to determining an optimal configuration for a data center may use an environmental chamber to characterize the performance of various data center configurations at different combinations of temperature and altitude. Telemetry data may be recorded from different configurations as they execute a stress workload at each temperature/altitude combination, and the telemetry data may be used to train a corresponding library of models. When a new data center is being configured, the temperature/altitude of the new data center may be used to select a pre-trained model from a similar temperature/altitude. Performance of the current configuration can be compared to the performance of the model, and if the model performs better, a new configuration based on the model may be used as an optimal configuration for the data center."
11599537,1,"Joining data using a disjunctive operator is described. An example computer-implemented method can include receiving a query that includes a first disjunctive predicate involving a first table and a second table. The method may also include determining a first set of rows from the first table and generating a filter from the first set of rows. The method may also further include applying the filter to the second table to generate a second set of rows. Additionally, the method may also include joining the first set of rows and the second set of rows using a first disjunctive operator of the first disjunctive predicate to generate a first results set."
11601289,0,"The present disclosure relates to systems, methods, and computer-readable media for enhancing security of communications between instances of clients and servers while enabling rotation of server certificates (e.g., X.509 certificates). The systems described herein involve updating a client list of server certificates (e.g., a certificate thumbprint) without reconfiguring or re-installing a client and/or server application, starting a new session (e.g., a hypertext transfer protocol secure (HTTPS) session), or deploying new code. The systems described herein may passively or actively update a client list of certificates to enable a client to security verify an identity of a server instance in a non-invasive way that boosts security from man-in-the-middle types of attacks."
11611132,0,"Various embodiments described herein relate to a battery that includes a battery cap with one or more cut-out sections. The battery cap may be used to at least partially cover a circuit board that is proximate an end of a battery cell. In various examples, the cut-out sections may be configured to accommodate one or more cell tabs of the battery that protrude above the circuit board."
11614918,1,"Methods, systems, and apparatus for implementing a hexadecimal to quantum computation translation. In one aspect, a method includes obtaining one or more hexadecimal data inputs; applying a quantum computation translation operation to each hexadecimal data input to generate one or more corresponding sequences of quantum computations; implementing the one or more sequences of quantum computations using quantum computing hardware to obtain one or more corresponding sequence of measurement results; and providing the one or more sequences of measurement results as respective representations of the one or more hexadecimal data inputs."
11625622,1,"Aspects of the present disclosure provide systems and methods for detecting memorable events of a user, storing those memorable events in a user profile, and leveraging those events to the user. In so doing, memorable events with positive emotional weight may be recalled to encourage delightful experiences. Alternatively or additionally, memorable events with negative emotional weight may be recalled to increase user engagement for conversational systems."
11636305,1,"Methods, systems, apparatuses, and computer program products are provided for altering the behavior of an electronic personal assistant based on a situation associated with a mobile device. A situation is sensed with a plurality of sensors to generate sensor data. A situation score is calculated based on the sensor data. Behavior of an electronic personal assistant is altered based on the calculated situation score. In one aspect, the situation is a driving situation in which a driver drives a vehicle on a roadway. In such case, a driving situation score is calculated based on the sensor data, and behavior of the electronic personal assistant is altered based on the calculated driving situation score, such as suspending interactions by the electronic personal assistant with the driver to avoid the driver being distracted."
11727137,1,"Methods and systems are provided to efficiently update account profiles based on a predicted likelihood of use, including by ranking the account profiles according to the likelihood of use. The disclosed system can considerably improve the processing time to update account profiles with the most recent information available, including new access requests. An authentication platform receives a plurality of new access requests, including request data and account identifiers associated with account profiles. The request data is transmitted to a prediction engine that determines a ranking of the account identifiers based on a predicted likelihood of use during a next time interval. A profile batch scheduler retrieves a first set of access requests based on the ranking. The system updates a first set of account profiles based on the ranking, and stores the updated account profiles for use by the authentication platform."
11741015,0,A system for managing virtual memory. The system includes a first processing unit configured to execute a first operation that references a first virtual memory address. The system also includes a first memory management unit (MMU) associated with the first processing unit and configured to generate a first page fault upon determining that a first page table that is stored in a first memory unit associated with the first processing unit does not include a mapping corresponding to the first virtual memory address. The system further includes a first copy engine associated with the first processing unit. The first copy engine is configured to read a first command queue to determine a first mapping that corresponds to the first virtual memory address and is included in a first page state directory. The first copy engine is also configured to update the first page table to include the first mapping.
11755844,1,"Servers configured to perform automatic summarization of content in electronic messages are discloses herein. In one embodiment, upon receiving an email, an server determines whether the incoming email is a templated message. In response to determining that the incoming email is not a templated message, the server classifies one or more sentences in the email as a statement of decision, judgement, inference, or fact, cluster the classified statements into clusters, and select one or more of the clusters to automatically generate summaries of the incoming email. The server can then insert data representing the generated summaries into the email before transmitting the email to a destination via a computer network."
11763207,1,"A method including monitoring, using a machine learning model, network events of a network. The machine learning model generates fraud scores representing a corresponding probability that a corresponding network event is fraudulent. The method also includes detecting a failure of the machine learning model to generate, within a threshold time, a given fraud score for a given network event. The method also includes determining, by the machine learning model and after the threshold time, the given fraud score. The method also includes logging, responsive to detecting the failure, the given network event in a first table, including logging the given fraud score. The method also includes determining a metric based on comparing the first table to a second table which logs at least the given fraud score and the fraud scores. The method also includes generating an adjusted machine learning model based on the metric."
11763677,1,"An approach is provided for dynamically identifying a danger zone for a predicted traffic accident and generating a warning about the accident. From a monitoring device at a first location, information about traffic conditions for vehicles at time T0 and at least one subsequent time T0+t is received. Based on speeds of the vehicles and a fixed distance from the first location, a response time is calculated. Within the response time, a dual artificial intelligence (AI) model using shallow and deep learners applied on historical accident data is employed. Based on the dual AI model and the traffic conditions, an accident involving vehicle(s) in the traffic is predicted to occur in a zone. A warning about the accident is generated and sent to device(s) in the vehicle(s). The warning is presented to driver(s) of the vehicle(s)."
11774122,1,"A controller for equipment that operates to affect a variable state or condition of a building including one or more processors and non-transitory computer-readable media storing instructions that, when executed by the processors, cause the processors to perform operations. The operations include generating a new predictive model using training data associated with one or more durations selected from a time period and selected to satisfy a set of criteria. The predictive model models system dynamics of the building during the time period. The operations include storing the new predictive model in a database including predictive models that model the system dynamics of the building and include comparing performance of the new predictive model and the predictive models stored by the database to select a particular predictive model for controlling the equipment. The operations include using the particular predictive model to generate and provide control signals to the equipment."
